key,title,created,issue_type,reporter,site,title_clean,title_lower,category,confidence
SD-166414,"Menuboard FC3 - Czarny, nie wyświetla contentu",2025-07-07 14:47:59.031000+02:00,Incydent,PL-00326 Wroclaw 17 Zmigrodzka,326,"Menuboard FC3 - Czarny, nie wyświetla contentu","menuboard fc3 - czarny, nie wyświetla contentu",inne,0.5
SD-166412,Nie działa monitor ,2025-07-07 14:46:12.957000+02:00,Incydent,PL-00051 Poznan 04 Franowo,051,Nie działa monitor,nie działa monitor,inne,0.5
SD-166409,HWA01 - pod jednym numerem pokazuje dwóch pracowników,2025-07-07 14:44:05.365000+02:00,Incydent,PL-00361 Gliwice 03 Forum,361,HWA01 - pod jednym numerem pokazuje dwóch pracowników,hwa01 - pod jednym numerem pokazuje dwóch pracowników,inne,0.5
SD-166407,Brak synchronizacji,2025-07-07 14:40:34.526000+02:00,Incydent,PL-00617 Wejherowo,617,Brak synchronizacji,brak synchronizacji,inne,0.5
SD-166406,Ekran wyświetla widok z drona Frytki.pl,2025-07-07 14:35:53.318000+02:00,Incydent,PL-00491 Tarnow 3,491,Ekran wyświetla widok z drona Frytki.pl,ekran wyświetla widok z drona frytki.pl,inne,0.5
SD-166405,na kasie nr 3 DT drukują się numery zamówienia w formie dodatkowego wydruku.,2025-07-07 14:32:55.888000+02:00,Incydent,PL-00115 Krakow 05 Pilotow,115,na kasie nr 3 DT drukują się numery zamówienia w formie dodatkowego wydruku.,na kasie nr 3 dt drukują się numery zamówienia w formie dodatkowego wydruku.,inne,0.5
SD-166404,Korekta błędnie wbitych strat,2025-07-07 14:30:19.176000+02:00,Usługa,Strykow PL-00571,571,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166403,Mystore - nie liczy zużycia frytek,2025-07-07 14:28:17.620000+02:00,Usługa,PL-00239 W-wa 35 Dzika,239,Mystore - nie liczy zużycia frytek,mystore - nie liczy zużycia frytek,inne,0.5
SD-166402,TR - wiodczne odbicia z wczoraj,2025-07-07 14:26:54.124000+02:00,Incydent,PL-00463 Rybnik 03 Rondo,463,TR - wiodczne odbicia z wczoraj,tr - wiodczne odbicia z wczoraj,inne,0.5
SD-166401,Mystore - problem z uruchomieniem aplikacji ,2025-07-07 14:23:26.730000+02:00,Incydent,PL-00266 Krakow 13 Mogilany,266,Mystore - problem z uruchomieniem aplikacji,mystore - problem z uruchomieniem aplikacji,inne,0.5
SD-166399,ORB - ERR_Network_CHANGED,2025-07-07 14:18:58.755000+02:00,Incydent,PL-00077 W-wa 13 Pruszkow,077,ORB - ERR_Network_CHANGED,orb - err_network_changed,inne,0.5
SD-166398,RE: McDonald's PL Koszalin-61600339 Coates Support Case 00372020 Acknowledgment,2025-07-07 14:07:24.898000+02:00,Usługa,pl-asista,pl-asista,RE: McDonald's PL Koszalin-61600339 Coates Support Case 00372020 Acknowledgment,re: mcdonald's pl koszalin-61600339 coates support case 00372020 acknowledgment,inne,0.5
SD-166397,ACTION NEEDED : We are awaiting a response for Case :  00372019 for McDonald's PL 61600705,2025-07-07 14:05:29.733000+02:00,Usługa,pl-asista,pl-asista,ACTION NEEDED : We are awaiting a response for Case :  00372019 for McDonald's PL 61600705,action needed : we are awaiting a response for case :  00372019 for mcdonald's pl 61600705,inne,0.5
SD-166396,ACTION NEEDED : We are awaiting a response for Case :  00370829 for McDonald's PL Plock-61600188,2025-07-07 14:04:32.110000+02:00,Usługa,pl-asista,pl-asista,ACTION NEEDED : We are awaiting a response for Case :  00370829 for McDonald's PL Plock-61600188,action needed : we are awaiting a response for case :  00370829 for mcdonald's pl plock-61600188,inne,0.5
SD-166395,POS01 - no response message,2025-07-07 14:02:33.388000+02:00,Incydent,PL-00463 Rybnik 03 Rondo,463,POS01 - no response message,pos01 - no response message,inne,0.5
SD-166393,pos01 - nie działa dyspenser monet,2025-07-07 13:56:01.122000+02:00,Incydent,PL-00588 MOP Morzecino Zachod,588,pos01 - nie działa dyspenser monet,pos01 - nie działa dyspenser monet,inne,0.5
SD-166392,SD-156753 - kontynuacja,2025-07-07 13:43:55.502000+02:00,Incydent,PL-00653 Czestochowa Południe Autohof,653,SD-156753 - kontynuacja,sd-156753 - kontynuacja,inne,0.5
SD-166388,Głuchy telefon,2025-07-07 13:39:45.655000+02:00,Usługa,PL-00350 MOP Wysoka S3,350,Głuchy telefon,głuchy telefon,inne,0.5
SD-166387,POS01 - zacięty terminal,2025-07-07 13:38:34.699000+02:00,Incydent,PL-00622 Lukow,622,POS01 - zacięty terminal,pos01 - zacięty terminal,inne,0.5
SD-166386,ODMB - double left jest zupełnie czarny,2025-07-07 13:37:39.368000+02:00,Incydent,PL-00119 Zgorzelec 1,119,ODMB - double left jest zupełnie czarny,odmb - double left jest zupełnie czarny,inne,0.5
SD-166384,MyStore - Zużycie frytek na błędnym WRIN,2025-07-07 13:33:26.174000+02:00,Incydent,PL-00608 Wyszkow,608,MyStore - Zużycie frytek na błędnym WRIN,mystore - zużycie frytek na błędnym wrin,inne,0.5
SD-166383,mop - nie działa prawidłowo,2025-07-07 13:29:16.584000+02:00,Incydent,PL-00466 W-wa 50 Zachodnia,466,mop - nie działa prawidłowo,mop - nie działa prawidłowo,inne,0.5
SD-166382,Re: ALERT > McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),2025-07-07 13:28:24.535000+02:00,Usługa,MOP Wozniki PL-00683,683,Re: ALERT > McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),re: alert > mcdonald's pl 61600683 [idmb or dt dmb] system assistance required (issue summary),inne,0.5
SD-166381,POS3 - nie pinguje,2025-07-07 13:27:03.228000+02:00,Incydent,PL-00332 Poznan 14 Baltycka,332,POS3 - nie pinguje,pos3 - nie pinguje,inne,0.5
SD-166380,POS2 - zablokowane produkty,2025-07-07 13:22:01.075000+02:00,Incydent,PL-00044 Poznan 03 Hetmanska,044,POS2 - zablokowane produkty,pos2 - zablokowane produkty,inne,0.5
SD-166379,GF MOD - Logowanie/MFA,2025-07-07 13:09:24.993000+02:00,Usługa,Magda Synowska,Magda,GF MOD - Logowanie/MFA,gf mod - logowanie/mfa,inne,0.5
SD-166378,MS - brak produktów w raporcie pmx za poprzednie miesiące,2025-07-07 13:05:38.334000+02:00,Incydent,PL-00653 Czestochowa Południe Autohof,653,MS - brak produktów w raporcie pmx za poprzednie miesiące,ms - brak produktów w raporcie pmx za poprzednie miesiące,inne,0.5
SD-166377,POS1 - krytyczny błąd DF,2025-07-07 12:56:30.966000+02:00,Incydent,PL-00229 Chojnice,229,POS1 - krytyczny błąd DF,pos1 - krytyczny błąd df,inne,0.5
SD-166376,CCTV - Brak widoku,2025-07-07 12:54:39.390000+02:00,Usługa,PL-00712 Mysliborz,712,CCTV - Brak widoku,cctv - brak widoku,inne,0.5
SD-166375,EPR01 - Nie załadował się,2025-07-07 12:52:20.933000+02:00,Incydent,Bialogard PL-00674,674,EPR01 - Nie załadował się,epr01 - nie załadował się,inne,0.5
SD-166374,"CSO27, CSO28 - nie uruchamiają się po awarii prądu",2025-07-07 12:51:50.255000+02:00,Incydent,PL-00479 MOP Machnacz A1 W,479,"CSO27, CSO28 - nie uruchamiają się po awarii prądu","cso27, cso28 - nie uruchamiają się po awarii prądu",inne,0.5
SD-166373,Asista - brak konta,2025-07-07 12:50:21.051000+02:00,Incydent,pl-asista,pl-asista,Asista - brak konta,asista - brak konta,inne,0.5
SD-166372,Mystore - brak czasów szybkości obsługi po 11,2025-07-07 12:46:14.134000+02:00,Incydent,PL-00479 MOP Machnacz A1 W,479,Mystore - brak czasów szybkości obsługi po 11,mystore - brak czasów szybkości obsługi po 11,MyStore – brak czasów szybkości obsługi,0.9
SD-166371,Laptop personalnej - Brak możliwości połączenia się z drukarką,2025-07-07 12:42:16.070000+02:00,Incydent,PL-00646 Tuchola,646,Laptop personalnej - Brak możliwości połączenia się z drukarką,laptop personalnej - brak możliwości połączenia się z drukarką,inne,0.5
SD-166369,POS24 - Nie drukuje się numer zamówienia ,2025-07-07 12:37:05.739000+02:00,Incydent,PL-00507 Wrocław 21 CH Wroclavia,507,POS24 - Nie drukuje się numer zamówienia,pos24 - nie drukuje się numer zamówienia,inne,0.5
SD-166367,POS03 - Adaptor not started ,2025-07-07 12:31:50.357000+02:00,Incydent,PL-00350 MOP Wysoka S3,350,POS03 - Adaptor not started,pos03 - adaptor not started,inne,0.5
SD-166365,Oferta śniadaniowa na jednym z iDMB,2025-07-07 12:24:03.100000+02:00,Incydent,Kamil Kiec,Kamil,Oferta śniadaniowa na jednym z iDMB,oferta śniadaniowa na jednym z idmb,inne,0.5
SD-166364,MFA - Wygenerowanie nowych kodów,2025-07-07 12:20:26.270000+02:00,Usługa,Emilia Sudoł,Emilia,MFA - Wygenerowanie nowych kodów,mfa - wygenerowanie nowych kodów,inne,0.5
SD-166363,Brak obrazu,2025-07-07 12:18:30.379000+02:00,Incydent,Kamil Kiec,Kamil,Brak obrazu,brak obrazu,inne,0.5
SD-166362,MFY 2 - uszkodzenie monitora,2025-07-07 12:12:30.288000+02:00,Incydent,PL-00094 Legnica 1,094,MFY 2 - uszkodzenie monitora,mfy 2 - uszkodzenie monitora,inne,0.5
SD-166357,POS7 - zablokowana oferta deserowa,2025-07-07 12:00:48.907000+02:00,Incydent,PL-00178 Rumia 1 Grunwaldzka,178,POS7 - zablokowana oferta deserowa,pos7 - zablokowana oferta deserowa,inne,0.5
SD-166356,CSO29 - uszkodzona drukarka fiskalna,2025-07-07 11:59:01.931000+02:00,Incydent,PL-00582 MOP Kochlice Wschód,582,CSO29 - uszkodzona drukarka fiskalna,cso29 - uszkodzona drukarka fiskalna,inne,0.5
SD-166355,Wyse .13 nie uruchamia się,2025-07-07 11:56:46.296000+02:00,Incydent,PL-00255 Jarocin,255,Wyse .13 nie uruchamia się,wyse .13 nie uruchamia się,inne,0.5
SD-166354,oDMB - Czarne ekrany ,2025-07-07 11:54:20.567000+02:00,Incydent,PL-00124 Gliwice 2 Obrum,124,oDMB - Czarne ekrany,odmb - czarne ekrany,inne,0.5
SD-166353,ALERT > McDonald's PL Stargard-61600500 [IDMB or DT DMB] System Assistance Required (Issue Summary),2025-07-07 11:47:58.600000+02:00,Usługa,PL-00500 Stargard,500,ALERT > McDonald's PL Stargard-61600500 [IDMB or DT DMB] System Assistance Required (Issue Summary),alert > mcdonald's pl stargard-61600500 [idmb or dt dmb] system assistance required (issue summary),inne,0.5
SD-166352,POS24 - df nie pinguje,2025-07-07 11:47:52.724000+02:00,Incydent,PL-00479 MOP Machnacz A1 W,479,POS24 - df nie pinguje,pos24 - df nie pinguje,inne,0.5
SD-166350,Mystore - brak widocznej dostawy,2025-07-07 11:44:38.931000+02:00,Incydent,PL-00490 ROKIETNICA S11 W,490,Mystore - brak widocznej dostawy,mystore - brak widocznej dostawy,inne,0.5
SD-166349,MyStore - brak zużycia na półproduktach,2025-07-07 11:42:55.071000+02:00,Incydent,PL-00608 Wyszkow,608,MyStore - brak zużycia na półproduktach,mystore - brak zużycia na półproduktach,inne,0.5
SD-166348,RHS01 - godzina do przodu,2025-07-07 11:39:31.970000+02:00,Incydent,PL-00479 MOP Machnacz A1 W,479,RHS01 - godzina do przodu,rhs01 - godzina do przodu,inne,0.5
SD-166347,ABS - Nie nalewa napoi,2025-07-07 11:38:17.551000+02:00,Incydent,pl-00684,684,ABS - Nie nalewa napoi,abs - nie nalewa napoi,inne,0.5
SD-166346,"MyStore - problem z TR, brak możliwośći zapisania odbić czasowych",2025-07-07 11:36:31.391000+02:00,Incydent,Chodziez Chodziez,Chodziez,"MyStore - problem z TR, brak możliwośći zapisania odbić czasowych","mystore - problem z tr, brak możliwośći zapisania odbić czasowych",MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-166345,KVSy - nie liczą czasu szybkości obsługi,2025-07-07 11:34:51.316000+02:00,Incydent,PL-00304 Ostrowiec Swietokrzyski,304,KVSy - nie liczą czasu szybkości obsługi,kvsy - nie liczą czasu szybkości obsługi,inne,0.5
SD-166344,CFS linia 1 - Obydwa cfs pokazują linie 2 ,2025-07-07 11:33:00.761000+02:00,Incydent,PL-00643 Bytow,643,CFS linia 1 - Obydwa cfs pokazują linie 2,cfs linia 1 - obydwa cfs pokazują linie 2,inne,0.5
SD-166343,Kontynuacja zgłoszenia SD-166222 - iDMB MCC uruchamiają się z opóźnieniem,2025-07-07 11:28:35.137000+02:00,Incydent,PL-00270 MOP Goleniow,270,Kontynuacja zgłoszenia SD-166222 - iDMB MCC uruchamiają się z opóźnieniem,kontynuacja zgłoszenia sd-166222 - idmb mcc uruchamiają się z opóźnieniem,inne,0.5
SD-166342,Autorelease - nie wpada automatycznie,2025-07-07 11:23:16.533000+02:00,Incydent,PL-00240 Tczew,240,Autorelease - nie wpada automatycznie,autorelease - nie wpada automatycznie,Autorelease – nie wpada automatycznie,0.9
SD-166341,MOP - można zamówić zamówienie mobilne po zamknięciu rest,2025-07-07 11:21:12.511000+02:00,Incydent,PL-00261 Katowice 5,261,MOP - można zamówić zamówienie mobilne po zamknięciu rest,mop - można zamówić zamówienie mobilne po zamknięciu rest,inne,0.5
SD-166340,"Na wyświetlaczu błędna informacja, wyświetlają się znaki ""?"" zamiast tekstu",2025-07-07 11:21:03.787000+02:00,Incydent,PL-00016 Torun 1,016,"Na wyświetlaczu błędna informacja, wyświetlają się znaki ""?"" zamiast tekstu","na wyświetlaczu błędna informacja, wyświetlają się znaki ""?"" zamiast tekstu",inne,0.5
SD-166338,problem z odblokowaniem produktu,2025-07-07 11:05:13.354000+02:00,Incydent,PL-00642 Swiebodzin,642,problem z odblokowaniem produktu,problem z odblokowaniem produktu,inne,0.5
SD-166337,KVS41 - ERR_NETWORK_CHANGED(-21),2025-07-07 11:04:25.938000+02:00,Incydent,PL-00444 W-wa 49 Swietokrzyska,444,KVS41 - ERR_NETWORK_CHANGED(-21),kvs41 - err_network_changed(-21),inne,0.5
SD-166336,mop - oferta śniadaniowa za punkty podczas lunchy,2025-07-07 10:59:44.389000+02:00,Incydent,PL-00084 Zielona Gora 1,084,mop - oferta śniadaniowa za punkty podczas lunchy,mop - oferta śniadaniowa za punkty podczas lunchy,inne,0.5
SD-166335,wyświetla brak shake z kawa,2025-07-07 10:59:29.435000+02:00,Incydent,PL-00266 Krakow 13 Mogilany,266,wyświetla brak shake z kawa,wyświetla brak shake z kawa,inne,0.5
SD-166334,Pytanie o odblokowane tosty na aplikacji ,2025-07-07 10:59:06.850000+02:00,Usługa,PL-00557 Lowicz,557,Pytanie o odblokowane tosty na aplikacji,pytanie o odblokowane tosty na aplikacji,inne,0.5
SD-166333,wyświetla się informacja o braku kawy z shakiem,2025-07-07 10:58:42.922000+02:00,Incydent,PL-00266 Krakow 13 Mogilany,266,wyświetla się informacja o braku kawy z shakiem,wyświetla się informacja o braku kawy z shakiem,inne,0.5
SD-166331,OfficePC - Prośba o odzyskanie usuniętych plików ,2025-07-07 10:48:47.041000+02:00,Usługa,PL-00391 Katowice 09 Rolna,391,OfficePC - Prośba o odzyskanie usuniętych plików,officepc - prośba o odzyskanie usuniętych plików,inne,0.5
SD-166330,mystore - godziny z dnia wczorajszego w raporcie szybkości obsługi,2025-07-07 10:41:35.825000+02:00,Incydent,PL-00261 Katowice 5,261,mystore - godziny z dnia wczorajszego w raporcie szybkości obsługi,mystore - godziny z dnia wczorajszego w raporcie szybkości obsługi,MyStore – brak czasów szybkości obsługi,0.9
SD-166329,POS03 - time blocked,2025-07-07 10:40:14.586000+02:00,Incydent,PL-00379 Nieporet,379,POS03 - time blocked,pos03 - time blocked,inne,0.5
SD-166327,ALERT > McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),2025-07-07 10:35:09.684000+02:00,Usługa,MOP Wozniki PL-00683,683,ALERT > McDonald's PL 61600683 [IDMB or DT DMB] System Assistance Required (Issue Summary),alert > mcdonald's pl 61600683 [idmb or dt dmb] system assistance required (issue summary),inne,0.5
SD-166326,wyse - problem z logowaniem,2025-07-07 10:31:31.447000+02:00,Incydent,PL-00087 Wroclaw 04 Bielany,087,wyse - problem z logowaniem,wyse - problem z logowaniem,inne,0.5
SD-166325,POS01 - klikanie w miejscu usuń zamówienie mimo że nikt nie dotyka kasy,2025-07-07 10:29:06.298000+02:00,Incydent,PL-00131 W-wa 25 Bazar,131,POS01 - klikanie w miejscu usuń zamówienie mimo że nikt nie dotyka kasy,pos01 - klikanie w miejscu usuń zamówienie mimo że nikt nie dotyka kasy,inne,0.5
SD-166323,"RE: Awaria/niedostępność usługi: 892936, ul. Elizy Orzeszkowej 126/11, 97-200 Tomaszów Mazowiecki | INC000013909260 |",2025-07-07 10:27:51.812000+02:00,Usługa,pl-asista,pl-asista,"RE: Awaria/niedostępność usługi: 892936, ul. Elizy Orzeszkowej 126/11, 97-200 Tomaszów Mazowiecki | INC000013909260 |","re: awaria/niedostępność usługi: 892936, ul. elizy orzeszkowej 126/11, 97-200 tomaszów mazowiecki | inc000013909260 |",inne,0.5
SD-166322,dt dashboard - aktualizuje się,2025-07-07 10:20:19.059000+02:00,Incydent,PL-00635 Prudnik,635,dt dashboard - aktualizuje się,dt dashboard - aktualizuje się,inne,0.5
SD-166321,IDMB - jeden z ekranów(FC_1) - brak synchronizacji,2025-07-07 10:17:31.869000+02:00,Incydent,PL-00512 W-Wa 57 Glebocka 3,512,IDMB - jeden z ekranów(FC_1) - brak synchronizacji,idmb - jeden z ekranów(fc_1) - brak synchronizacji,inne,0.5
SD-166319,Drukarka biurowa - drukuje rozmazane wydruki,2025-07-07 10:17:05.038000+02:00,Incydent,PL-00203 Gdansk 06 Staw,203,Drukarka biurowa - drukuje rozmazane wydruki,drukarka biurowa - drukuje rozmazane wydruki,inne,0.5
SD-166317,HWA01 - pokazuje niebieski ekran,2025-07-07 10:13:02.214000+02:00,Incydent,PL-00425 Poznan 17 Marcelin,425,HWA01 - pokazuje niebieski ekran,hwa01 - pokazuje niebieski ekran,inne,0.5
SD-166316,W programie asista moje konto przypisane jest do restauracji 346 a  powinno być przypisane do 366 ,2025-07-07 10:12:42.333000+02:00,Incydent,Kinga Krasnowska,Kinga,W programie asista moje konto przypisane jest do restauracji 346 a  powinno być przypisane do 366,w programie asista moje konto przypisane jest do restauracji 346 a  powinno być przypisane do 366,inne,0.5
SD-166315,iDMB FC - jeden ekran pokazuje czarny obraz,2025-07-07 10:12:20.113000+02:00,Incydent,PL-00598 Opole Obwodnica,598,iDMB FC - jeden ekran pokazuje czarny obraz,idmb fc - jeden ekran pokazuje czarny obraz,inne,0.5
SD-166314,Wygenerowanie kodów MFA,2025-07-07 10:07:43.072000+02:00,Usługa,PL-00016 Torun 1,016,Wygenerowanie kodów MFA,wygenerowanie kodów mfa,inne,0.5
SD-166312,iDMB - błędne ceny,2025-07-07 09:59:27.439000+02:00,Incydent,PL-00008 Czestochowa 1,008,iDMB - błędne ceny,idmb - błędne ceny,inne,0.5
SD-166311,Korekta błędnie wbitych strat,2025-07-07 09:58:51.544000+02:00,Usługa,PL-00458 Airport - Landside,458,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166309,zacinajace sie paragony,2025-07-07 09:54:47.964000+02:00,Incydent,magdalena sochacka,magdalena,zacinajace sie paragony,zacinajace sie paragony,inne,0.5
SD-166308,HWA01 - Nie działa,2025-07-07 09:53:03.307000+02:00,Incydent,PL-00469 Bydgoszcz 06 ECE,469,HWA01 - Nie działa,hwa01 - nie działa,inne,0.5
SD-166306,Zamówienia z DT nie są przesyłane do urządzenia ABS,2025-07-07 09:52:19.068000+02:00,Incydent,PL-00332 Poznan 14 Baltycka,332,Zamówienia z DT nie są przesyłane do urządzenia ABS,zamówienia z dt nie są przesyłane do urządzenia abs,inne,0.5
SD-166305,eproduction nie pokazuje sprzedazy,2025-07-07 09:51:41.400000+02:00,Incydent,PL-00266 Krakow 13 Mogilany,266,eproduction nie pokazuje sprzedazy,eproduction nie pokazuje sprzedazy,inne,0.5
SD-166304,MFA - Prośba o wygenerowanie,2025-07-07 09:47:28.010000+02:00,Usługa,PL-00456 Lublin 05 Tarasy Zamkowe,456,MFA - Prośba o wygenerowanie,mfa - prośba o wygenerowanie,inne,0.5
SD-166303,"częste odrzucanie blików, brak zwrotu pieniędzy na konto",2025-07-07 09:45:42.951000+02:00,Incydent,PL-00365 Zywiec,365,"częste odrzucanie blików, brak zwrotu pieniędzy na konto","częste odrzucanie blików, brak zwrotu pieniędzy na konto",inne,0.5
SD-166302,Korekta błędnie wbitych strat,2025-07-07 09:42:20.755000+02:00,Usługa,PL-00640 Słupsk 2 Boh. Westerplatte,640,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166301,Linia DT 1 - Skaner nie działa ,2025-07-07 09:32:42.645000+02:00,Incydent,PL-00272 Malbork,272,Linia DT 1 - Skaner nie działa,linia dt 1 - skaner nie działa,inne,0.5
SD-166300,problem z zalogowaniem kiosku,2025-07-07 09:27:55.682000+02:00,Incydent,PL-00242 Krakow 08 Metro,242,problem z zalogowaniem kiosku,problem z zalogowaniem kiosku,inne,0.5
SD-166299,bos01 - the logon attempt failed,2025-07-07 09:21:33.642000+02:00,Incydent,PL-00544 MOP Dabrowa Gornicza S1 W,544,bos01 - the logon attempt failed,bos01 - the logon attempt failed,inne,0.5
SD-166298,COD - Kamera l1 nie działa,2025-07-07 09:20:41.407000+02:00,Incydent,PL-00608 Wyszkow,608,COD - Kamera l1 nie działa,cod - kamera l1 nie działa,inne,0.5
SD-166297,Kasa nie włącza się ,2025-07-07 09:18:07.805000+02:00,Incydent,PL-00439 Oswiecim,439,Kasa nie włącza się,kasa nie włącza się,inne,0.5
SD-166296,MyStore - Brak zużycia na półproduktach za 05.07 i 06.07,2025-07-07 09:17:27.645000+02:00,Incydent,PL-00523 Stary Sacz,523,MyStore - Brak zużycia na półproduktach za 05.07 i 06.07,mystore - brak zużycia na półproduktach za 05.07 i 06.07,inne,0.5
SD-166295,monitor z aplikacja do myciabrak orzestak działać ,2025-07-07 09:15:08.916000+02:00,Incydent,PL-00667 Lidzbark Warminski,667,monitor z aplikacja do myciabrak orzestak działać,monitor z aplikacja do myciabrak orzestak działać,inne,0.5
SD-166293,odmb - brak podsumowania zamówień,2025-07-07 09:05:58.557000+02:00,Incydent,PL-00595 Znin,595,odmb - brak podsumowania zamówień,odmb - brak podsumowania zamówień,inne,0.5
SD-166292,CSO - Brak możliwości nabicia produktu McShaker,2025-07-07 09:02:22.146000+02:00,Incydent,PL-00266 Krakow 13 Mogilany,266,CSO - Brak możliwości nabicia produktu McShaker,cso - brak możliwości nabicia produktu mcshaker,inne,0.5
SD-166291,COD - Skaner nie działa,2025-07-07 09:01:10.894000+02:00,Incydent,PL-00251 Olsztyn 2,251,COD - Skaner nie działa,cod - skaner nie działa,inne,0.5
SD-166290,kvs09 - brak dotyku,2025-07-07 08:58:49.020000+02:00,Incydent,PL-00557 Lowicz,557,kvs09 - brak dotyku,kvs09 - brak dotyku,inne,0.5
SD-166289,CSO - Brak możliwości nabicia McShaker,2025-07-07 08:56:43.878000+02:00,Incydent,PL-00558 W-wa Warsaw Hub,558,CSO - Brak możliwości nabicia McShaker,cso - brak możliwości nabicia mcshaker,inne,0.5
SD-166288,Korekta błędnie wbitych strat,2025-07-07 08:56:35.381000+02:00,Usługa,PL-00103 Wroclaw 05 Targi,103,Korekta błędnie wbitych strat,korekta błędnie wbitych strat,inne,0.5
SD-166287,pos03 - opóźnione działanie,2025-07-07 08:50:01.061000+02:00,Incydent,PL-00493 Lebork,493,pos03 - opóźnione działanie,pos03 - opóźnione działanie,inne,0.5
SD-166286,cashcollector - nie domyka się,2025-07-07 08:47:16.138000+02:00,Incydent,PL-00444 W-wa 49 Swietokrzyska,444,cashcollector - nie domyka się,cashcollector - nie domyka się,inne,0.5
SD-166285,MFA - Prośba o restart tokenu,2025-07-07 08:45:05.830000+02:00,Usługa,PL-00234 Olkusz,234,MFA - Prośba o restart tokenu,mfa - prośba o restart tokenu,inne,0.5
SD-166284,CSO - brak video z nowej promocji,2025-07-07 08:42:33.253000+02:00,Incydent,PL-00271 Siedlce,271,CSO - brak video z nowej promocji,cso - brak video z nowej promocji,inne,0.5
SD-166283,MyStore - Brak możliwości wpisania projekcji ,2025-07-07 08:35:45.392000+02:00,Incydent,PL-00261 Katowice 5,261,MyStore - Brak możliwości wpisania projekcji,mystore - brak możliwości wpisania projekcji,inne,0.5
SD-166282,iDMB - Wyświetla się frytka TV,2025-07-07 08:33:47.303000+02:00,Usługa,PL-00491 Tarnow 3,491,iDMB - Wyświetla się frytka TV,idmb - wyświetla się frytka tv,inne,0.5
SD-166281,cso26 - problem z drukarka,2025-07-07 08:33:31.091000+02:00,Incydent,PL-00444 W-wa 49 Swietokrzyska,444,cso26 - problem z drukarka,cso26 - problem z drukarka,inne,0.5
SD-166280,MyStore - Brak zużycia na frytkach,2025-07-07 08:32:08.621000+02:00,Incydent,PL-00508 Kalisz 3,508,MyStore - Brak zużycia na frytkach,mystore - brak zużycia na frytkach,inne,0.5
SD-166279,oDMB - Brak podsumowania zamówień,2025-07-07 08:29:48.194000+02:00,Incydent,pl-00702,702,oDMB - Brak podsumowania zamówień,odmb - brak podsumowania zamówień,inne,0.5
SD-166278,RE: McDonald's PL Goleniow-61600270 Coates Support Case 00372096 Acknowledgment,2025-07-07 08:23:52.729000+02:00,Usługa,pl-asista,pl-asista,RE: McDonald's PL Goleniow-61600270 Coates Support Case 00372096 Acknowledgment,re: mcdonald's pl goleniow-61600270 coates support case 00372096 acknowledgment,inne,0.5
SD-166277,oDMB - Czarne ekrany ,2025-07-07 08:20:04.703000+02:00,Usługa,PL-00577 Leszno S5,577,oDMB - Czarne ekrany,odmb - czarne ekrany,inne,0.5
SD-166276,Na kiosku 28 nie działa dotyk,2025-07-07 08:19:31.285000+02:00,Incydent,PL-00059 W-wa 09 Polczynska,059,Na kiosku 28 nie działa dotyk,na kiosku 28 nie działa dotyk,inne,0.5
SD-166275,Pytanie o korektę strat,2025-07-07 08:19:22.045000+02:00,Usługa,PL-00103 Wroclaw 05 Targi,103,Pytanie o korektę strat,pytanie o korektę strat,inne,0.5
SD-166274,iDMB mccafe - brak obrazu,2025-07-07 08:19:04.717000+02:00,Incydent,PL-00568 Pultusk,568,iDMB mccafe - brak obrazu,idmb mccafe - brak obrazu,inne,0.5
SD-166271,DT - Brak dźwięku w słuchawkach,2025-07-07 08:13:44.047000+02:00,Usługa,PL-00413 MOP Klaj A4 North,413,DT - Brak dźwięku w słuchawkach,dt - brak dźwięku w słuchawkach,inne,0.5
SD-166270,lokalizatory w innych miejscach na tablecie niż w rzeczywistości ,2025-07-07 08:09:06.098000+02:00,Incydent,Anna Domagała,Anna,lokalizatory w innych miejscach na tablecie niż w rzeczywistości,lokalizatory w innych miejscach na tablecie niż w rzeczywistości,inne,0.5
SD-166269,skaner nie działa,2025-07-07 08:00:54.137000+02:00,Incydent,PL-00460 Radom 06 Rondo Kozienieckie,460,skaner nie działa,skaner nie działa,inne,0.5
SD-166268,orb01 - nie pokazuje obrazu,2025-07-07 07:59:27.545000+02:00,Incydent,PL-00234 Olkusz,234,orb01 - nie pokazuje obrazu,orb01 - nie pokazuje obrazu,inne,0.5
SD-166267,POS19 - Nie pinguje,2025-07-07 07:59:26.668000+02:00,Incydent,PL-00439 Oswiecim,439,POS19 - Nie pinguje,pos19 - nie pinguje,inne,0.5
SD-166262,Mystore - brak możliwości dodania tostów do projekcji,2025-07-07 07:55:37.566000+02:00,Incydent,pl-00634,634,Mystore - brak możliwości dodania tostów do projekcji,mystore - brak możliwości dodania tostów do projekcji,inne,0.5
